iter	RMSE
167	1.033745649
168	1.028211824
169	1.022918959
170	1.016398565
171	1.012713359
172	1.006607158
173	1.002016557
174	0.9963118792
175	0.9869760819
176	0.9786082473
177	0.9704694086
178	0.9661208366
179	0.9638324189
180	0.9593286629
181	0.9533541694
182	0.9499204367
183	0.9417938832
184	0.9384673173
185	0.934321704
186	0.9283501345
187	0.9220590569
188	0.9152813295
189	0.9104980749
190	0.9062461389
191	0.9032001561
192	0.9000543178
193	0.8938888008
194	0.8909653701
195	0.8854397401
196	0.8803461854
197	0.8761551665
198	0.8726650932
199	0.8670555975
200	0.8612670615
201	0.8586818372
202	0.8529448899
203	0.8496715991
204	0.8432492327
205	0.8384410989
206	0.8345716958
207	0.8311529148
208	0.8297129136
209	0.8261523931
210	0.8189433415
211	0.8136468998
212	0.810403488
213	0.8049417283
214	0.8018669544
215	0.8004076765
216	0.7954393573
217	0.7903540261
218	0.7851625288
219	0.778335917
220	0.7734626489
221	0.7679568849
222	0.7658516277
223	0.7638114457
224	0.757541491
225	0.7549577114
226	0.7517209328
227	0.7465364864
228	0.7427990264
229	0.7378064298
230	0.7334961025
231	0.7291531604
232	0.7251342388
233	0.7202127003
234	0.7140616863
235	0.7119857166
236	0.7098572402
237	0.7080972368
238	0.7039066564
239	0.6993872161
240	0.6946287709
241	0.6901714426
242	0.6886342365
243	0.6859261189
244	0.6847075396
245	0.6798648534
246	0.6774913068
247	0.6757007736
248	0.6703611656
249	0.668125018
250	0.6641993428
251	0.6600197059
252	0.6584063108
253	0.6560102222
254	0.6542498834
255	0.6506409725
256	0.648206277
257	0.6436947936
258	0.6420474135
259	0.6397386276
260	0.6384579702
261	0.6369114179
262	0.6353450056
263	0.6335547798
264	0.6316159623
265	0.6271017563
266	0.6255242369
267	0.6241110586
268	0.6225250524
269	0.6201912985
270	0.6184874168
271	0.616890962
272	0.6135536131
273	0.6097013734
274	0.6053673041
275	0.6038375839
276	0.5999550331
277	0.5965337709
278	0.5948990857
279	0.5937980183
280	0.5901387806
281	0.5869985539
282	0.5832491565
283	0.5795675975
284	0.5761589805
285	0.572871638
286	0.5713075809
287	0.5680967866
288	0.5638888736
289	0.5605300247
290	0.5586985663
291	0.5575390765
292	0.5563393347
293	0.5548581558
294	0.5521729682
295	0.5509384616
296	0.5480246273
297	0.5469386116
298	0.545178922
299	0.5421864364
300	0.5392640983
301	0.5380734146
302	0.5348231707
303	0.5336932233
304	0.5308845782
305	0.5279107226
306	0.5250519712
307	0.5223563981
308	0.5213353572
309	0.5190682072
310	0.5164673792
311	0.5139462368
312	0.5112872554
313	0.5102795172
314	0.5065901321
315	0.5041411536
316	0.5028502533
317	0.5007310166
318	0.4967874899
319	0.4944876952
320	0.4926857413
321	0.4902987071
322	0.4892267613
323	0.4869268714
324	0.4857003208
325	0.481976717
326	0.4810965615
327	0.4802071898
328	0.4780661024
329	0.4771496829
330	0.4763155762
331	0.4751723323
332	0.4731449907
333	0.4723368104
334	0.4702559989
335	0.4694635005
336	0.4662944593
337	0.4647310286
338	0.4639430819
339	0.4624026063
340	0.4616648081
341	0.4597059559
342	0.4582242295
343	0.4574465604
344	0.4555718259
345	0.4537292553
346	0.4527351779
347	0.4510390844
348	0.4496148748
349	0.4467082717
350	0.4460353353
351	0.4444975854
352	0.4418448676
353	0.4411416768
354	0.4393631135
355	0.4376691584
356	0.4346902711
357	0.4336380816
358	0.4315477804
359	0.4300971332
360	0.4292127017
361	0.4277982275
362	0.4249748363
363	0.4242829305
364	0.4231217383
365	0.4225168314
366	0.4220194185
367	0.4206157349
368	0.4187195262
369	0.4163149136
370	0.4158216275
371	0.4152181145
372	0.4132620628
373	0.4117968072
374	0.4101442495
375	0.4096830981
376	0.4085795662
377	0.4082372283
378	0.4071096146
379	0.4060767386
380	0.405506072
381	0.4037860998
382	0.4018969265
383	0.4009142719
384	0.4003744834
385	0.3991614483
386	0.3983096716
387	0.3961766541
388	0.3950800804
389	0.3934965798
390	0.3929679894
391	0.3920912948
392	0.3909533153
393	0.389783552
394	0.3886214805
395	0.3876423776
396	0.3866579113
397	0.3855433276
398	0.3850266758
399	0.3844196944
400	0.3839137712
401	0.382187597
402	0.3806576428
403	0.3800374868
404	0.3796081057
405	0.3789323183
406	0.3774031021
407	0.3769943084
408	0.3755369853
409	0.3751801469
410	0.3733683584
411	0.3727801016
412	0.3714201563
413	0.3710751505
414	0.3704978195
415	0.3693506274
416	0.368645333
417	0.3674702455
418	0.3657749533
419	0.3653094443
420	0.3642795538
421	0.3639786066
422	0.3627548798
423	0.3617602805
424	0.3606113933
425	0.3601763366
426	0.3593097346
427	0.358200533
428	0.3571460975
429	0.3564335629
430	0.355352621
431	0.3550639569
432	0.3540018566
433	0.353165293
434	0.3525707975
435	0.3523874942
436	0.3522075813
437	0.3512847937
438	0.3505272933
439	0.3490558832
440	0.3479163408
441	0.3467823961
442	0.3457626243
443	0.3447459953
444	0.3439046722
445	0.3436613935
446	0.342747314
447	0.342338536
448	0.3420146026
449	0.3412501818
450	0.3410635633
451	0.3402672032
452	0.3399678334
453	0.3391385481
454	0.3387021403
455	0.3378313751
456	0.3367851797
457	0.3362396108
458	0.3357894528
459	0.3355805385
460	0.3346841597
461	0.3345125869
462	0.3333987765
463	0.3326303707
464	0.3315517387
465	0.3301562786
466	0.3292940364
467	0.328824801
468	0.3282736803
469	0.3278115727
470	0.3266784203
471	0.3258755116
472	0.3245557306
473	0.323983533
474	0.3232199615
475	0.322511055
476	0.3221432278
477	0.3214361864
478	0.3206702419
479	0.3198748539
480	0.3191537984
481	0.3187930126
482	0.3179233919
483	0.3173372464
484	0.3165009814
485	0.3160428949
486	0.3155980957
487	0.3147947469
488	0.3138651596
489	0.3132297209
490	0.3118664025
491	0.3110613261
492	0.3102029228
493	0.3096629679
494	0.3089070528
495	0.3080317552
496	0.307145696
497	0.306998998
498	0.306604711
499	0.3056872409
500	0.3052832599
501	0.3044765776
502	0.303628124
503	0.303357144
504	0.3025205397
505	0.3022426961
506	0.3012044012
507	0.3004646589
508	0.2996846173
509	0.2988259829
510	0.2982893156
511	0.2975384811
512	0.2973704107
513	0.296815879
514	0.2967431879
515	0.2963870307
516	0.2955848622
517	0.2947735837
518	0.2943321012
519	0.2938455275
520	0.2933824543
521	0.2931538895
522	0.2929427252
523	0.2928376768
524	0.2925794897
525	0.2923661348
526	0.2913680201
527	0.2906645253
528	0.29000084
529	0.2892164968
530	0.288798794
531	0.2881776875
532	0.2874109102
533	0.2866018699
534	0.2857444884
535	0.2854571324
536	0.2847538315
537	0.2840600903
538	0.2829470737
539	0.2824953108
540	0.2823571596
541	0.2819199519
542	0.2817848285
543	0.2809216574
544	0.2805121083
545	0.2800879901
546	0.2799563202
547	0.2795558256
548	0.2794596951
549	0.2791028923
550	0.2789521346
551	0.2786763008
552	0.2782728324
553	0.2775435064
554	0.2771499388
555	0.2763169074
556	0.2755802922
557	0.2750827438
558	0.2744625106
559	0.2736936176
560	0.2736123558
561	0.2731132818
562	0.2729951864
563	0.2727836857
564	0.272404541
565	0.2716466842
566	0.2709595631
567	0.2705673376
568	0.2703246973
569	0.2696223761
570	0.2692768987
571	0.268516469
572	0.2680335331
573	0.26769341
574	0.2672666073
575	0.2671187522
576	0.2663854748
577	0.2655178749
578	0.2650578299
579	0.2645953291
580	0.2638997656
581	0.263239
582	0.2624646941
583	0.2616846094
584	0.2609882094
585	0.2608217491
586	0.2604151428
587	0.2598844677
588	0.2593132809
589	0.2585678911
590	0.2583460206
591	0.257653781
592	0.2574800288
593	0.2567082311
594	0.2565197504
595	0.2554761758
596	0.2547630025
597	0.2541002233
598	0.253505975
599	0.2529874305
